student_id,entrance_rank,category,preferred_branch,preferred_state,annual_budget_lakhs,hostel_needed,college_id,college_name,tier,branch_id,branch_code,closing_rank,tuition_fee,avg_placement_lpa,admitted
14378,2604,General,AI_DS,Uttar Pradesh,1.52,1,29,SSN College of Engineering,Tier 2,2,AI_DS,2980,1.8,10.5,1
14379,30458,EWS,BIOTECH,Gujarat,5.23,0,108,Global Kochi University of Engineering,Tier 2,10,BIOTECH,3195,3.1,11.5,0
14380,2422,General,BIOTECH,Kerala,4.77,0,57,Zenith Noida College of Engineering,Tier 3,10,BIOTECH,10921,2.66,6.45,1
14381,27106,OBC,BIOTECH,Tamil Nadu,3.77,0,41,Summit Hyderabad Institute of Technology,Tier 3,10,BIOTECH,19939,2.95,4.93,0
14382,16506,ST,ECE,Madhya Pradesh,2.85,1,22,SRM Institute of Science and Technology,Tier 2,3,ECE,16578,2.6,8.5,0
14383,3859,General,ME,Uttarakhand,3.9,0,122,Apex Pune College of Engineering,Tier 3,6,ME,12419,3.05,7.66,1
14384,25178,SC,CE,Odisha,1.29,0,56,Vanguard Chandigarh Institute of Technology,Tier 3,7,CE,38907,1.44,5.56,1
14385,7128,General,CSE,Kerala,3.02,0,118,Pioneer Lucknow Institute of Technology,Tier 3,1,CSE,15953,2.5,7.48,1
14386,7500,EWS,CSE,Uttarakhand,4.71,1,116,Summit Noida University of Engineering,Tier 2,1,CSE,4142,3.43,9.69,0
14387,3078,OBC,AERO,Punjab,2.84,0,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,9,AERO,4906,3.8,10.81,1
14388,18941,OBC,ECE,Gujarat,2.26,1,114,Summit Pune College of Engineering,Tier 3,3,ECE,28470,1.31,5.67,1
14389,11584,ST,IT,Delhi,2.95,0,124,Summit Pune University of Engineering,Tier 3,4,IT,84272,1.3,8.48,1
14390,14963,General,ECE,Maharashtra,4.16,0,123,Pioneer Bhubaneswar Polytechnic & Tech Campus,Tier 3,3,ECE,16111,1.74,8.04,1
14391,6080,General,AI_DS,Telangana,1.53,1,10,NIT Trichy,Tier 1,2,AI_DS,267,1.8,17.5,0
14392,20859,General,BIOTECH,West Bengal,3.57,0,91,Horizon Hyderabad College of Engineering,Tier 3,10,BIOTECH,10885,2.56,6.89,0
14393,3899,General,ECE,Tamil Nadu,3.41,1,99,Zenith Lucknow University of Engineering,Tier 3,3,ECE,16692,2.78,8.27,1
14394,10389,ST,CE,Uttar Pradesh,2.55,1,118,Pioneer Lucknow Institute of Technology,Tier 3,7,CE,56658,2.5,7.48,1
14395,24176,General,ECE,Delhi,3.13,0,45,Global Kochi Polytechnic & Tech Campus,Tier 3,3,ECE,16835,1.72,6.85,0
14396,26421,General,ECE,Telangana,5.51,1,21,VIT Vellore,Tier 2,3,ECE,3220,2.45,9.8,0
14397,3612,General,IT,Gujarat,3.46,0,63,Horizon Chennai Institute of Technology,Tier 3,4,IT,15069,1.84,7.59,1
14398,5590,General,ME,Gujarat,2.02,1,118,Pioneer Lucknow Institute of Technology,Tier 3,6,ME,12475,2.5,7.48,1
14399,7430,SC,EEE,Odisha,3.65,1,86,Zenith Lucknow University of Engineering,Tier 3,5,EEE,51291,3.11,8.03,1
14400,16763,ST,CE,Odisha,3.98,1,42,Apex Chennai University of Engineering,Tier 3,7,CE,52466,2.99,4.5,1
14401,11477,SC,EEE,Tamil Nadu,4.38,1,80,Vanguard Lucknow Institute of Technology,Tier 3,5,EEE,43997,1.36,4.66,1
14402,11839,General,CSE,Gujarat,2.9,1,134,Vanguard Bhubaneswar College of Engineering,Tier 3,1,CSE,16278,1.73,6.31,1
14403,13182,EWS,BIOTECH,Telangana,2.93,1,13,MNIT Jaipur,Tier 1,10,BIOTECH,326,1.7,14.0,0
14404,3051,General,ME,Kerala,1.86,1,4,IIT Kharagpur,Tier 1,6,ME,248,2.35,21.5,0
14405,12235,General,CSE,Gujarat,5.51,0,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,1,CSE,3121,2.81,8.67,0
14406,595,ST,ECE,Telangana,1.39,0,112,Global Noida Polytechnic & Tech Campus,Tier 2,3,ECE,15098,4.2,9.02,1
14407,5038,General,EEE,Maharashtra,1.42,1,46,National Bhubaneswar College of Engineering,Tier 2,5,EEE,2971,4.22,8.45,0
14408,27491,General,ME,Maharashtra,2.5,0,53,Horizon Chandigarh Institute of Technology,Tier 2,6,ME,2227,3.67,11.24,0
14409,3513,General,CSE,West Bengal,4.23,0,18,College of Engineering Pune,Tier 2,1,CSE,2977,1.45,13.2,0
14410,12512,General,AI_DS,Tamil Nadu,1.37,0,2,IIT Delhi,Tier 1,2,AI_DS,305,2.45,25.0,0
14411,6694,General,CE,Uttar Pradesh,5.9,0,46,National Bhubaneswar College of Engineering,Tier 2,7,CE,2276,4.22,8.45,0
14412,2427,OBC,CHE,Tamil Nadu,4.76,0,99,Zenith Lucknow University of Engineering,Tier 3,8,CHE,23956,2.78,8.27,1
14413,6756,General,BIOTECH,Madhya Pradesh,2.21,1,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,10,BIOTECH,11409,3.22,8.3,1
14414,10689,SC,AERO,Madhya Pradesh,4.2,1,90,Global Jaipur University of Engineering,Tier 3,9,AERO,51134,1.78,5.27,1
14415,11115,EWS,ECE,West Bengal,5.71,0,97,Pioneer Indore Institute of Technology,Tier 3,3,ECE,23473,1.85,4.78,1
14416,4469,SC,IT,Uttar Pradesh,3.8,0,90,Global Jaipur University of Engineering,Tier 3,4,IT,56751,1.78,5.27,1
14417,1095,General,AI_DS,West Bengal,5.97,0,27,MS Ramaiah Institute of Technology,Tier 2,2,AI_DS,3100,3.1,11.2,1
14418,9369,OBC,EEE,Punjab,3.13,1,35,Horizon Bhubaneswar University of Engineering,Tier 2,5,EEE,5197,4.23,9.31,0
14419,14336,SC,AERO,Uttarakhand,3.14,1,61,Apex Chennai College of Engineering,Tier 3,9,AERO,52812,2.89,8.22,1
14420,6763,General,BIOTECH,Uttar Pradesh,3.59,0,134,Vanguard Bhubaneswar College of Engineering,Tier 3,10,BIOTECH,11122,1.73,6.31,1
14421,3872,SC,CSE,Uttarakhand,1.59,1,49,Summit Noida College of Engineering,Tier 2,1,CSE,10166,4.22,7.7,1
14422,10408,OBC,EEE,Tamil Nadu,4.48,0,12,VNIT Nagpur,Tier 1,5,EEE,532,1.75,13.5,0
14423,12801,SC,EEE,Delhi,4.03,0,15,IIIT Allahabad,Tier 1,5,EEE,1031,2.1,20.5,0
14424,16915,OBC,AERO,Kerala,1.66,1,9,IIIT Hyderabad,Tier 1,9,AERO,521,3.8,31.0,0
14425,31286,SC,ME,Gujarat,4.49,1,119,Horizon Noida University of Engineering,Tier 3,6,ME,44309,2.63,7.38,1
14426,5078,General,AERO,Telangana,5.48,1,119,Horizon Noida University of Engineering,Tier 3,9,AERO,14071,2.63,7.38,1
14427,5261,OBC,AERO,Maharashtra,5.83,0,92,Apex Ahmedabad University of Engineering,Tier 2,9,AERO,5445,2.75,7.72,1
14428,3641,OBC,CE,Telangana,2.27,0,37,National Ahmedabad College of Engineering,Tier 2,7,CE,3868,3.3,11.15,1
14429,2378,General,IT,Madhya Pradesh,2.44,0,121,Global Jaipur University of Engineering,Tier 3,4,IT,17255,3.1,7.73,1
14430,5768,General,IT,Odisha,5.61,1,51,Pioneer Indore Polytechnic & Tech Campus,Tier 3,4,IT,16046,1.88,6.82,1
14431,5871,OBC,ECE,Odisha,5.98,1,30,Kalinga Institute of Industrial Tech,Tier 2,3,ECE,5396,3.5,8.2,1
14432,10721,General,ME,Punjab,4.56,1,75,Apex Kochi College of Engineering,Tier 2,6,ME,2244,3.16,7.75,0
14433,23966,General,AI_DS,West Bengal,3.81,0,107,Horizon Indore Polytechnic & Tech Campus,Tier 3,2,AI_DS,14975,3.32,8.02,0
14434,392,General,CHE,Odisha,4.67,1,91,Horizon Hyderabad College of Engineering,Tier 3,8,CHE,13009,2.56,6.89,1
14435,17171,General,CSE,Uttar Pradesh,3.54,1,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,1,CSE,14268,3.19,5.16,0
14436,10735,General,IT,Madhya Pradesh,5.05,0,64,Global Jaipur Institute of Technology,Tier 2,4,IT,3152,3.02,11.43,0
14437,26431,EWS,BIOTECH,Assam,5.65,0,28,PES University,Tier 2,10,BIOTECH,3397,4.5,11.8,0
14438,9790,OBC,CSE,Karnataka,3.68,0,96,Metropolitan Lucknow College of Engineering,Tier 3,1,CSE,28821,1.39,6.71,1
14439,23977,General,ECE,Uttar Pradesh,3.15,0,38,Imperial Indore Polytechnic & Tech Campus,Tier 3,3,ECE,14590,1.77,5.55,0
14440,6356,EWS,CE,Gujarat,2.13,1,9,IIIT Hyderabad,Tier 1,7,CE,319,3.8,31.0,0
14441,2528,General,AI_DS,Rajasthan,4.96,0,6,IIT Roorkee,Tier 1,2,AI_DS,290,2.25,20.0,0
14442,48798,General,CSE,Uttar Pradesh,3.03,1,43,Horizon Noida Institute of Technology,Tier 3,1,CSE,16030,3.38,6.44,0
14443,9488,OBC,IT,Telangana,5.23,1,96,Metropolitan Lucknow College of Engineering,Tier 3,4,IT,27166,1.39,6.71,1
14444,4245,SC,BIOTECH,Rajasthan,4.56,1,23,Manipal Institute of Technology,Tier 2,10,BIOTECH,8257,3.85,11.5,0
14445,5702,General,ECE,Punjab,1.19,1,4,IIT Kharagpur,Tier 1,3,ECE,305,2.35,21.5,0
14446,6400,OBC,CHE,Kerala,5.16,0,20,PSG College of Technology,Tier 2,8,CHE,4728,1.65,12.5,0
14447,8929,OBC,CE,Maharashtra,3.46,1,45,Global Kochi Polytechnic & Tech Campus,Tier 3,7,CE,20414,1.72,6.85,1
14448,4754,SC,CSE,West Bengal,5.97,0,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,1,CSE,56743,1.52,7.46,1
14449,5766,General,ME,Tamil Nadu,2.55,0,52,Summit Chandigarh College of Engineering,Tier 2,6,ME,2346,2.66,9.88,0
14450,4651,General,CE,Karnataka,1.97,1,60,Global Bengaluru College of Engineering,Tier 3,7,CE,10634,2.01,8.0,1
14451,1126,OBC,IT,Gujarat,3.92,1,29,SSN College of Engineering,Tier 2,4,IT,5423,1.8,10.5,1
14452,4185,OBC,BIOTECH,Odisha,1.62,1,115,Apex Chandigarh College of Engineering,Tier 3,10,BIOTECH,22660,3.2,5.46,1
14453,13039,SC,EEE,Punjab,2.03,1,66,Horizon Lucknow University of Engineering,Tier 3,5,EEE,44062,2.73,5.76,1
14454,6362,General,EEE,Rajasthan,2.23,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,5,EEE,2745,3.8,10.81,0
14455,6412,General,EEE,Delhi,1.3,0,122,Apex Pune College of Engineering,Tier 3,5,EEE,14767,3.05,7.66,1
14456,61618,OBC,CHE,Rajasthan,2.63,1,130,National Hyderabad University of Engineering,Tier 3,8,CHE,23315,1.24,5.01,0
14457,5716,General,ECE,Assam,1.43,0,66,Horizon Lucknow University of Engineering,Tier 3,3,ECE,15786,2.73,5.76,1
14458,26401,General,CHE,Madhya Pradesh,2.49,1,82,Metropolitan Lucknow College of Engineering,Tier 3,8,CHE,12898,1.26,7.21,0
14459,967,General,CSE,Assam,2.68,0,13,MNIT Jaipur,Tier 1,1,CSE,325,1.7,14.0,0
14460,18305,General,CHE,Rajasthan,3.03,1,120,National Bhubaneswar University of Engineering,Tier 3,8,CHE,13033,2.04,8.14,0
14461,14645,General,CE,Gujarat,5.6,1,48,National Lucknow Institute of Technology,Tier 2,7,CE,2338,3.18,8.49,0
14462,3452,General,ME,Gujarat,3.08,0,130,National Hyderabad University of Engineering,Tier 3,6,ME,11177,1.24,5.01,1
14463,229,SC,IT,Tamil Nadu,1.74,1,42,Apex Chennai University of Engineering,Tier 3,4,IT,53561,2.99,4.5,1
14464,7594,SC,CSE,Rajasthan,2.47,0,113,National Jaipur Institute of Technology,Tier 3,1,CSE,48638,3.32,7.49,1
14465,9313,General,ECE,Uttarakhand,2.52,1,25,Jadavpur University,Tier 2,3,ECE,3311,0.25,15.8,0
14466,4355,General,ME,Gujarat,4.74,0,18,College of Engineering Pune,Tier 2,6,ME,2498,1.45,13.2,0
14467,19237,General,CE,Uttarakhand,4.09,1,13,MNIT Jaipur,Tier 1,7,CE,211,1.7,14.0,0
14468,15039,General,ME,Telangana,4.14,0,115,Apex Chandigarh College of Engineering,Tier 3,6,ME,11799,3.2,5.46,0
14469,2601,General,ECE,Maharashtra,4.79,0,121,Global Jaipur University of Engineering,Tier 3,3,ECE,16617,3.1,7.73,1
14470,10704,OBC,ECE,Kerala,2.39,0,83,Zenith Pune College of Engineering,Tier 2,3,ECE,5987,3.1,10.72,0
14471,16751,General,ME,Maharashtra,1.37,1,120,National Bhubaneswar University of Engineering,Tier 3,6,ME,11785,2.04,8.14,0
14472,2056,General,BIOTECH,Madhya Pradesh,1.97,1,34,Summit Bengaluru Institute of Technology,Tier 3,10,BIOTECH,12640,1.87,8.04,1
14473,1611,General,IT,Tamil Nadu,2.63,1,135,Pioneer Bhubaneswar University of Engineering,Tier 3,4,IT,15626,2.29,4.84,1
14474,5734,OBC,AI_DS,Tamil Nadu,5.11,1,59,Metropolitan Pune College of Engineering,Tier 2,2,AI_DS,4970,3.67,8.01,0
14475,7249,General,CSE,Assam,4.17,0,13,MNIT Jaipur,Tier 1,1,CSE,325,1.7,14.0,0
14476,13040,SC,AI_DS,Kerala,5.42,0,51,Pioneer Indore Polytechnic & Tech Campus,Tier 3,2,AI_DS,47217,1.88,6.82,1
14477,8874,OBC,IT,West Bengal,1.05,1,130,National Hyderabad University of Engineering,Tier 3,4,IT,31988,1.24,5.01,1
14478,7083,General,CHE,Punjab,5.45,0,26,College of Engg Guindy,Tier 2,8,CHE,2577,0.35,12.0,0
14479,5852,General,EEE,Uttarakhand,5.73,1,23,Manipal Institute of Technology,Tier 2,5,EEE,2547,3.85,11.5,0
14480,11573,SC,CHE,Tamil Nadu,1.46,0,110,Summit Ahmedabad Polytechnic & Tech Campus,Tier 3,8,CHE,47554,3.02,5.11,1
14481,4529,SC,ECE,Tamil Nadu,3.52,1,12,VNIT Nagpur,Tier 1,3,ECE,1068,1.75,13.5,0
14482,27645,OBC,CSE,Karnataka,1.49,0,103,National Jaipur Polytechnic & Tech Campus,Tier 2,1,CSE,5060,3.15,9.12,0
14483,23410,OBC,AERO,West Bengal,3.2,0,29,SSN College of Engineering,Tier 2,9,AERO,5454,1.8,10.5,0
14484,15398,OBC,AI_DS,Karnataka,4.5,0,53,Horizon Chandigarh Institute of Technology,Tier 2,2,AI_DS,5245,3.67,11.24,0
14485,4905,General,CE,Punjab,1.34,1,10,NIT Trichy,Tier 1,7,CE,214,1.8,17.5,0
14486,7527,OBC,EEE,Telangana,4.28,0,9,IIIT Hyderabad,Tier 1,5,EEE,489,3.8,31.0,0
14487,3982,General,CSE,Madhya Pradesh,4.78,1,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,1,CSE,15193,3.22,8.3,1
14488,21193,General,CHE,Maharashtra,1.14,1,105,Summit Noida Polytechnic & Tech Campus,Tier 2,8,CHE,2377,3.76,10.34,0
14489,16803,SC,EEE,Delhi,3.75,0,56,Vanguard Chandigarh Institute of Technology,Tier 3,5,EEE,50278,1.44,5.56,1
14490,7181,SC,ME,Assam,3.7,1,74,Summit Jaipur College of Engineering,Tier 3,6,ME,40992,2.84,5.84,1
14491,4059,EWS,CE,Telangana,2.53,0,116,Summit Noida University of Engineering,Tier 2,7,CE,3085,3.43,9.69,0
14492,6732,OBC,IT,Madhya Pradesh,5.38,0,4,IIT Kharagpur,Tier 1,4,IT,606,2.35,21.5,0
14493,3577,OBC,AI_DS,Maharashtra,1.95,1,113,National Jaipur Institute of Technology,Tier 3,2,AI_DS,24705,3.32,7.49,1
14494,8982,General,CHE,Odisha,3.12,0,4,IIT Kharagpur,Tier 1,8,CHE,276,2.35,21.5,0
14495,21148,General,CSE,Uttarakhand,2.72,0,17,BMS College of Engineering,Tier 2,1,CSE,2904,2.9,12.8,0
14496,7302,SC,ECE,Kerala,5.26,1,49,Summit Noida College of Engineering,Tier 2,3,ECE,10415,4.22,7.7,1
14497,14119,General,AERO,West Bengal,2.01,1,100,Imperial Bengaluru University of Engineering,Tier 3,9,AERO,15498,1.73,7.94,0
14498,16513,OBC,CHE,Kerala,1.45,0,115,Apex Chandigarh College of Engineering,Tier 3,8,CHE,21666,3.2,5.46,1
14499,7623,OBC,AERO,Maharashtra,4.76,0,52,Summit Chandigarh College of Engineering,Tier 2,9,AERO,5375,2.66,9.88,0
14500,4026,General,CHE,Uttarakhand,5.87,0,14,MNNIT Allahabad,Tier 1,8,CHE,249,1.78,15.2,0
14501,5387,OBC,ME,Maharashtra,2.74,1,8,BITS Pilani,Tier 1,6,ME,413,5.5,22.0,0
14502,1787,OBC,BIOTECH,Uttarakhand,5.5,0,62,Apex Noida Institute of Technology,Tier 3,10,BIOTECH,21038,3.17,7.77,1
14503,8266,OBC,CSE,Delhi,1.23,0,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,1,CSE,5691,3.8,10.81,0
14504,39229,SC,ME,Rajasthan,1.98,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,6,ME,8616,3.8,10.81,0
14505,9601,ST,ECE,Delhi,4.33,0,8,BITS Pilani,Tier 1,3,ECE,1604,5.5,22.0,0
14506,13909,General,CE,Telangana,5.14,0,17,BMS College of Engineering,Tier 2,7,CE,2267,2.9,12.8,0
14507,4441,OBC,AERO,Madhya Pradesh,1.39,1,46,National Bhubaneswar College of Engineering,Tier 2,9,AERO,5113,4.22,8.45,0
14508,12136,OBC,AI_DS,West Bengal,1.15,1,46,National Bhubaneswar College of Engineering,Tier 2,2,AI_DS,5611,4.22,8.45,0
14509,2656,General,ECE,Delhi,2.96,1,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,3,ECE,15229,1.52,7.46,1
14510,2934,OBC,ECE,Gujarat,5.76,1,30,Kalinga Institute of Industrial Tech,Tier 2,3,ECE,5396,3.5,8.2,0
14511,8222,General,EEE,Delhi,5.04,0,16,RV College of Engineering,Tier 2,5,EEE,2602,3.2,15.5,0
14512,2797,EWS,AERO,Tamil Nadu,4.08,1,15,IIIT Allahabad,Tier 1,9,AERO,403,2.1,20.5,0
14513,4863,SC,ME,Maharashtra,4.17,1,123,Pioneer Bhubaneswar Polytechnic & Tech Campus,Tier 3,6,ME,43331,1.74,8.04,1
14514,9390,General,IT,West Bengal,2.11,1,34,Summit Bengaluru Institute of Technology,Tier 3,4,IT,17498,1.87,8.04,1
14515,3819,General,AI_DS,Tamil Nadu,5.86,0,16,RV College of Engineering,Tier 2,2,AI_DS,2741,3.2,15.5,0
14516,40139,General,CE,Telangana,2.71,1,9,IIIT Hyderabad,Tier 1,7,CE,222,3.8,31.0,0
14517,9711,OBC,CSE,Punjab,3.43,0,133,Pioneer Hyderabad University of Engineering,Tier 3,1,CSE,29552,2.42,6.92,1
14518,4323,OBC,AI_DS,Uttar Pradesh,3.08,1,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,2,AI_DS,26584,3.19,5.16,1
14519,17581,General,BIOTECH,Assam,5.79,1,61,Apex Chennai College of Engineering,Tier 3,10,BIOTECH,11076,2.89,8.22,0
14520,21570,General,CSE,Madhya Pradesh,4.01,0,38,Imperial Indore Polytechnic & Tech Campus,Tier 3,1,CSE,16462,1.77,5.55,0
14521,17350,OBC,CHE,Uttar Pradesh,1.46,0,63,Horizon Chennai Institute of Technology,Tier 3,8,CHE,22192,1.84,7.59,1
14522,7261,General,ME,Gujarat,4.91,0,76,National Lucknow Polytechnic & Tech Campus,Tier 3,6,ME,12444,2.01,7.91,1
14523,9633,SC,ME,Gujarat,2.85,1,67,Imperial Noida University of Engineering,Tier 3,6,ME,40909,2.48,7.16,1
14524,3634,General,CSE,Telangana,2.08,1,115,Apex Chandigarh College of Engineering,Tier 3,1,CSE,16207,3.2,5.46,1
14525,5851,General,BIOTECH,Gujarat,5.93,0,127,National Ahmedabad Polytechnic & Tech Campus,Tier 3,10,BIOTECH,12497,1.48,6.32,1
14526,15135,OBC,CSE,Karnataka,2.25,0,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,1,CSE,29195,3.19,5.16,1
14527,13250,General,ME,Delhi,2.65,1,36,Pioneer Bhubaneswar Institute of Technology,Tier 3,6,ME,12350,1.76,5.58,1
14528,1690,OBC,AI_DS,Gujarat,3.6,1,58,Pioneer Kochi Institute of Technology,Tier 2,2,AI_DS,5383,2.76,8.15,0
14529,2572,OBC,EEE,Uttarakhand,4.9,0,26,College of Engg Guindy,Tier 2,5,EEE,4593,0.35,12.0,1
14530,972,General,BIOTECH,Telangana,3.21,0,109,Global Ahmedabad Polytechnic & Tech Campus,Tier 3,10,BIOTECH,12653,3.2,5.46,1
14531,6908,General,CHE,Tamil Nadu,2.44,1,127,National Ahmedabad Polytechnic & Tech Campus,Tier 3,8,CHE,12674,1.48,6.32,1
14532,17394,General,IT,Karnataka,4.37,1,77,Zenith Jaipur College of Engineering,Tier 3,4,IT,16126,2.2,5.84,1
14533,32960,OBC,ME,Kerala,1.61,0,121,Global Jaipur University of Engineering,Tier 3,6,ME,21807,3.1,7.73,0
14534,19423,EWS,IT,Tamil Nadu,5.42,0,63,Horizon Chennai Institute of Technology,Tier 3,4,IT,21826,1.84,7.59,1
14535,2160,General,CE,Uttarakhand,4.75,0,75,Apex Kochi College of Engineering,Tier 2,7,CE,2153,3.16,7.75,0
14536,7101,General,ME,Odisha,4.64,0,35,Horizon Bhubaneswar University of Engineering,Tier 2,6,ME,2185,4.23,9.31,0
14537,11802,OBC,EEE,Maharashtra,2.06,0,61,Apex Chennai College of Engineering,Tier 3,5,EEE,24171,2.89,8.22,1
14538,18283,OBC,BIOTECH,Gujarat,1.08,1,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,10,BIOTECH,23083,3.19,5.16,1
14539,22505,OBC,CHE,Rajasthan,4.32,1,30,Kalinga Institute of Industrial Tech,Tier 2,8,CHE,4606,3.5,8.2,0
14540,6472,General,CE,Telangana,2.15,1,34,Summit Bengaluru Institute of Technology,Tier 3,7,CE,10080,1.87,8.04,1
14541,2342,General,ME,Telangana,2.66,0,101,Zenith Noida Institute of Technology,Tier 3,6,ME,12382,2.7,5.23,1
14542,34672,General,ME,Maharashtra,4.79,1,93,Metropolitan Indore Institute of Technology,Tier 3,6,ME,12679,2.21,4.71,0
14543,9554,General,IT,Delhi,4.66,1,67,Imperial Noida University of Engineering,Tier 3,4,IT,17087,2.48,7.16,1
14544,38174,SC,EEE,Uttar Pradesh,5.42,0,128,National Bengaluru University of Engineering,Tier 3,5,EEE,46259,3.01,7.82,1
14545,6240,OBC,EEE,Punjab,4.51,0,133,Pioneer Hyderabad University of Engineering,Tier 3,5,EEE,23185,2.42,6.92,1
14546,12900,General,BIOTECH,Karnataka,1.8,1,21,VIT Vellore,Tier 2,10,BIOTECH,2339,2.45,9.8,0
14547,2261,OBC,AI_DS,Punjab,4.04,1,99,Zenith Lucknow University of Engineering,Tier 3,2,AI_DS,26207,2.78,8.27,1
14548,11539,OBC,ECE,Uttarakhand,2.09,1,7,IIT Guwahati,Tier 1,3,ECE,522,2.2,19.5,0
14549,5163,EWS,CHE,Madhya Pradesh,3.4,0,111,Metropolitan Ahmedabad Polytechnic & Tech Campus,Tier 2,8,CHE,3825,3.41,9.14,0
14550,45597,OBC,CE,Kerala,2.32,1,74,Summit Jaipur College of Engineering,Tier 3,7,CE,18631,2.84,5.84,0
14551,58085,OBC,ME,Assam,3.22,0,133,Pioneer Hyderabad University of Engineering,Tier 3,6,ME,19627,2.42,6.92,0
14552,4084,OBC,ME,Delhi,3.94,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,6,ME,3943,3.8,10.81,0
14553,2105,OBC,IT,Karnataka,1.24,1,41,Summit Hyderabad Institute of Technology,Tier 3,4,IT,27856,2.95,4.93,1
14554,20226,OBC,ME,Maharashtra,4.46,1,42,Apex Chennai University of Engineering,Tier 3,6,ME,21869,2.99,4.5,1
14555,4774,OBC,BIOTECH,Telangana,1.68,0,46,National Bhubaneswar College of Engineering,Tier 2,10,BIOTECH,4076,4.22,8.45,0
14556,7014,General,BIOTECH,Tamil Nadu,5.07,0,103,National Jaipur Polytechnic & Tech Campus,Tier 2,10,BIOTECH,2484,3.15,9.12,0
14557,6620,OBC,IT,Odisha,5.35,0,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,4,IT,30939,1.52,7.46,1
14558,20693,EWS,CE,Uttar Pradesh,4.15,0,27,MS Ramaiah Institute of Technology,Tier 2,7,CE,2940,3.1,11.2,0
14559,1460,SC,CE,Telangana,4.84,0,85,Apex Indore Polytechnic & Tech Campus,Tier 3,7,CE,38172,3.42,7.73,1
14560,1499,OBC,IT,Gujarat,4.43,0,116,Summit Noida University of Engineering,Tier 2,4,IT,5841,3.43,9.69,1
14561,22022,SC,CSE,Uttarakhand,3.95,0,16,RV College of Engineering,Tier 2,1,CSE,10189,3.2,15.5,0
14562,13456,OBC,ECE,Punjab,4.24,0,1,IIT Bombay,Tier 1,3,ECE,560,2.5,24.5,0
14563,7049,ST,IT,Tamil Nadu,3.67,1,15,IIIT Allahabad,Tier 1,4,IT,1722,2.1,20.5,0
14564,14076,OBC,EEE,Karnataka,1.92,0,114,Summit Pune College of Engineering,Tier 3,5,EEE,25061,1.31,5.67,1
14565,6798,SC,IT,Rajasthan,4.18,0,105,Summit Noida Polytechnic & Tech Campus,Tier 2,4,IT,12385,3.76,10.34,0
14566,4294,OBC,ME,Uttarakhand,2.33,0,43,Horizon Noida Institute of Technology,Tier 3,6,ME,22421,3.38,6.44,1
14567,12473,General,ME,Kerala,5.6,0,130,National Hyderabad University of Engineering,Tier 3,6,ME,11177,1.24,5.01,1
14568,6506,General,IT,Gujarat,3.51,1,30,Kalinga Institute of Industrial Tech,Tier 2,4,IT,3217,3.5,8.2,0
14569,14722,ST,BIOTECH,Telangana,4.28,1,78,Apex Indore Institute of Technology,Tier 3,10,BIOTECH,60458,2.72,6.21,1
14570,26547,SC,BIOTECH,Kerala,5.83,0,27,MS Ramaiah Institute of Technology,Tier 2,10,BIOTECH,8099,3.1,11.2,0
14571,23096,General,IT,Maharashtra,5.87,0,58,Pioneer Kochi Institute of Technology,Tier 2,4,IT,3059,2.76,8.15,0
14572,16500,General,CHE,West Bengal,3.6,1,73,Summit Ahmedabad Polytechnic & Tech Campus,Tier 3,8,CHE,13770,2.91,5.54,0
14573,1648,General,CHE,Uttarakhand,3.6,1,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,8,CHE,12146,3.19,5.16,1
14574,8454,General,ME,Kerala,1.17,1,30,Kalinga Institute of Industrial Tech,Tier 2,6,ME,2383,3.5,8.2,0
14575,8191,OBC,CSE,Assam,5.02,0,47,Zenith Chandigarh Polytechnic & Tech Campus,Tier 3,1,CSE,27876,3.06,4.89,1
14576,10515,General,ME,Odisha,4.09,0,91,Horizon Hyderabad College of Engineering,Tier 3,6,ME,12389,2.56,6.89,1
14577,2311,General,CHE,Telangana,2.09,1,84,Imperial Jaipur University of Engineering,Tier 2,8,CHE,2660,3.18,10.79,0
14578,8086,OBC,ME,Delhi,3.59,0,30,Kalinga Institute of Industrial Tech,Tier 2,6,ME,4568,3.5,8.2,0
14579,21389,General,ME,Rajasthan,2.97,1,37,National Ahmedabad College of Engineering,Tier 2,6,ME,2359,3.3,11.15,0
14580,3073,OBC,AI_DS,Madhya Pradesh,1.47,0,33,Imperial Hyderabad University of Engineering,Tier 3,2,AI_DS,27081,3.4,4.87,1
